headword,pos,CEFR
shoplift,verb,3
shoplifter,noun,3
shoplifting,noun,3
shopper,noun,2
shopping,noun,0
shore,noun,1
short,adjective,0
short,adverb,0
short,noun,1
short-term,adjective,3
shortage,noun,2
shortly,adverb,2
shortness,noun,3
shorts,noun,1
shot,noun,1
should,modal auxiliary,0
shoulder,noun,0
shout,noun,1
shout,verb,2
show,noun,1
show,verb,0
showbiz,noun,3
showcase,noun,3
shower,noun,0
shower,verb,3
shrimp,noun,2
shrink,noun,3
shrink,verb,3
shrug,verb,3
shut,adjective,2
shut,verb,1
shy,adjective,0
sick,adjective,0
sickness,noun,2
side,noun,0
sidewalk,noun,2
sigh,noun,2
sigh,verb,3
sight,noun,0
sightseeing,noun,1
sign,noun,0
sign,verb,2
signal,noun,2
signature,noun,2
significance,noun,2
significant,adjective,1
significantly,adverb,3
signify,verb,3
signpost,noun,2
silence,noun,1
silent,adjective,2
silently,adverb,1
silk,noun,2
silly,adjective,1
silver,adjective,1
silver,noun,1
silverware,noun,3
similar,adjective,1
similarity,noun,2
similarly,adverb,2
simple,adjective,1
simplification,noun,3
simplify,verb,2
simply,adverb,1
simultaneous,adjective,3
simultaneously,adverb,2
since,adverb,3
since,conjunction,2
since,preposition,1
sincere,adjective,3
sincerity,noun,3
sing,verb,0
singer,noun,0
singing,noun,1
single,adjective,1
single,noun,2
singular,adjective,1
singular,noun,1
sink,noun,1
sink,verb,2
sir,noun,0
sister,noun,0
sister-in-law,noun,3
sit,verb,0
site,noun,0
sitting room,noun,1
situation,noun,1
six,number,0
sixteen,number,0
sixty,number,0
size,noun,0
skate,noun,1
skate,verb,2
skateboard,noun,3
skateboarder,noun,3
skateboarding,noun,1
skating,noun,1
skeleton,noun,2
sketch,verb,3
ski,noun,1
ski,verb,2
skiing,noun,1
skilful,adjective,3
skilfully,adverb,3
skill,noun,0
skilled,adjective,3
skillful,adjective,3
skillfully,adverb,3
skim,verb,3
skin,noun,2
skip,verb,3
skirt,noun,0
sky,noun,0
skylark,noun,3
skyscraper,noun,2
skyward,adverb,3
skywards,adverb,3
slam,verb,3
slang,noun,3
slap,noun,3
slap,verb,3
slash,noun,3
slaughter,noun,3
slave,noun,1
slavery,noun,2
sleep,noun,2
sleep,verb,0
sleepless,adjective,1
sleepy,adjective,1
sleeve,noun,2
slice,noun,1
slice,verb,3
slide,noun,1
slide,verb,3
slight,adjective,3
slight,noun,2
slightly,adverb,2
slim,adjective,1
slip,noun,2
slip,verb,2
sliver,noun,3
slogan,noun,2
slope,noun,2
sloppy,adjective,3
slot,noun,2
slow,adjective,0
slow,adverb,2
slow,verb,2
slowly,adverb,1
small,adjective,0
smart,adjective,0
smash,verb,3
smell,noun,0
smell,verb,2
smile,noun,0
smile,verb,2
smith,noun,0
smoke,noun,0
smoke,verb,1
smoker,noun,2
smokestack,noun,3
smoking,noun,0
smooth,adjective,1
smoothly,adverb,1
snack,noun,1
snake,noun,0
snap,verb,3
sneak,verb,3
sneer,noun,3
sneeze,noun,2
sneeze,verb,3
sniff,verb,3
snore,noun,3
snore,verb,3
snow,noun,0
snow,verb,1
snowball,noun,3
snowboard,noun,2
snowboarding,noun,1
snowstorm,noun,2
snowy,adjective,0
so,adverb,1
so,conjunction,0
so-called,adjective,3
soak,noun,3
soak,verb,3
soaked,adjective,3
soaking,adjective,3
soap,noun,1
soap opera,noun,2
soar,verb,3
sob,verb,3
soccer,noun,0
sociable,adjective,3
social,adjective,0
social networking,noun,2
socialise,verb,3
socialize,verb,3
socially,adverb,2
society,noun,1
sock,noun,1
soda,noun,1
sofa,noun,0
soft,adjective,1
soft drink,noun,1
softly,adverb,1
softness,noun,3
software,noun,1
soil,noun,3
soil,verb,2
solar,adjective,3
soldier,noun,1
solid,adjective,2
solidity,noun,3
soliloquy,noun,3
solo,adjective,3
solo,adverb,3
solo,noun,3
solution,noun,1
solve,verb,0
solvent,noun,3
some,determiner,0
some,pronoun,0
somebody,pronoun,1
someday,adverb,1
somehow,adverb,2
someone,pronoun,0
someplace,adverb,2
something,pronoun,0
sometime,adverb,2
sometimes,adverb,2
somewhat,adverb,3
somewhere,adverb,1
son,noun,0
son-in-law,noun,3
song,noun,0
sonnet,noun,3
soon,adverb,0
soothe,verb,2
sophisticated,adjective,3
sophomore,noun,2
sore,adjective,2
sorrow,noun,2
sorry,adjective,0
sort,noun,2
sort,verb,3
soul,noun,2
sound,adjective,3
sound,noun,1
sound,verb,1
soundtrack,noun,3
soup,noun,0
sour,adjective,2
source,noun,1
south,adjective,1
south,adverb,1
south,noun,1
southeast,adjective,2
southeast,noun,2
southern,adjective,2
southward,adverb,3
southwards,adverb,3
southwest,adjective,2
southwest,noun,2
souvenir,noun,2
Soviet,noun,3
soybean,noun,3
spa,noun,3
space,noun,1
spaceship,noun,1
spaghetti,noun,1
span,verb,3
spare,adjective,3
spare,verb,3
sparerib,noun,3
spark,noun,3
sparkle,noun,2
sparkling,adjective,3
sparrow,noun,3
speak,verb,0
speaker,noun,1
special,adjective,0
specialise,verb,2
specialist,noun,2
specialize,verb,2
specially,adverb,2
specialty,noun,3
species,noun,3
specific,adjective,1
specifically,adverb,3
specify,verb,3
spectacle,noun,3
spectacular,adjective,2
spectator,noun,2
speech,noun,0
speed,noun,1
speed,verb,2
speeder,noun,3
spell,noun,0
spell,verb,1
spellbound,adjective,3
spelling,noun,2
spend,verb,0
sphere,noun,2
spice,noun,2
spicy,adjective,2
spider,noun,2
spill,verb,1
spin,verb,3
spinach,noun,2
spiral,adjective,2
spirit,noun,2
spiritual,adjective,2
spite,noun,3
splash,noun,3
splash,verb,1
splatter,noun,3
split,adjective,1
split,noun,2
split,verb,3
spoil,verb,2
spokesman,noun,3
spokeswoman,noun,3
sponge,noun,2
sponsor,noun,2
sponsor,verb,3
spoon,noun,1
sport,noun,0
sports,adjective,2
sports center,noun,1
sports centre,noun,1
sportsmanship,noun,2
spot,noun,0
spot,verb,3
spray,noun,3
spray,verb,3
spread,noun,1
spread,verb,3
spreadsheet,noun,3
spring,noun,0
sprint,noun,3
spur,noun,3
spy,noun,0
squad,noun,3
square,adjective,1
square,noun,1
squash,noun,3
squash,verb,3
squeeze,verb,3
stab,verb,3
stability,noun,3
stable,adjective,2
stack,noun,3
stadium,noun,1
staff,noun,1
stage,noun,0
stagger,noun,3
stain,noun,3
stain,verb,3
stair,noun,1
stake,noun,3
stall,noun,2
stammer,verb,3
stamp,noun,1
stamp,verb,3
stand,noun,0
stand,verb,1
standard,adjective,3
standard,noun,2
standby,adjective,3
standstill,noun,3
stanza,noun,3
star,noun,0
star,verb,2
stare,verb,2
start,noun,0
start,verb,0
startle,verb,3
starvation,noun,3
starve,verb,3
starving,adjective,3
state,adjective,3
state,noun,1
state,verb,3
statement,noun,1
statesman,noun,3
statewide,adverb,3
station,noun,0
statistics,noun,3
statue,noun,1
status,noun,2
stay,noun,2
stay,verb,0
steadily,adverb,2
steady,adjective,2
steak,noun,1
steal,verb,1
steam,noun,2
steel,noun,2
steely,adjective,3
steep,adjective,2
steer,verb,3
steering wheel,noun,3
stem,verb,2
step,noun,1
step,verb,0
stepfather,noun,3
stepmother,noun,3
stereotype,noun,3
stern,adjective,3
stew,noun,3
stick,noun,3
stick,verb,2
sticker,noun,2
sticky,adjective,2
stiff,adjective,3
still,adjective,0
still,adverb,1
stimulant,noun,3
stimulate,verb,3
stimulation,noun,3
stingy,adjective,3
stink,verb,3
stir,verb,2
stitch,noun,3
stock,noun,3
stock market,noun,3
stockpile,noun,3
stomach,noun,1
stomachache,noun,1
stone,noun,0
stonework,noun,3
stool,noun,3
stop,noun,0
stop,verb,0
stopover,noun,3
stopwatch,noun,3
storage,noun,2
store,noun,0
store,verb,3
storey,noun,0
storm,noun,1
stormy,adjective,2
story,noun,0
storyteller,noun,2
stove,noun,1
straight,adjective,1
straight,adverb,0
straighten,verb,3
straightforward,adjective,3
strain,noun,2
strain,verb,3
strait,noun,3
strand,noun,3
strange,adjective,0
strangely,adverb,2
stranger,noun,1
strangle,verb,3
strategic,adjective,2
strategy,noun,1
straw,noun,2
strawberry,noun,2
stream,noun,2
stream,verb,2
street,noun,0
strength,noun,1
strengthen,verb,2
stress,noun,2
stress,verb,3
stressed,adjective,2
stressful,adjective,2
stretch,verb,2
stricken,adjective,2
strict,adjective,0
strictly,adverb,3
stride,verb,3
strike,noun,1
strike,verb,2
striking,adjective,3
string,noun,1
strip,noun,2
strip,verb,3
stripe,noun,2
strive,verb,3
stroke,noun,3
stroke,verb,3
strong,adjective,0
strongly,adverb,1
structure,noun,1
struggle,noun,2
struggle,verb,3
stubborn,adjective,2
stubbornly,adverb,3
stuck,adjective,2
student,noun,0
studio,noun,2
study,noun,1
study,verb,0
stuff,noun,1
stuff,verb,3
stuffed,adjective,2
stumble,verb,2
stun,verb,2
stunning,adjective,2
stupid,adjective,2
style,noun,1
stylish,adjective,2
stylist,noun,3
subconscious,adjective,2
subcontinent,noun,3
subculture,noun,3
subdivision,noun,3
subject,noun,0
subjunctive,noun,3
submarine,noun,2
submit,verb,3
subplot,noun,3
subside,verb,3
substance,noun,3
substantial,adjective,2
substitute,noun,2
substitute,verb,3
subtitle,noun,3
subtle,adjective,3
subtract,verb,3
suburb,noun,3
subway,noun,0
succeed,verb,1
success,noun,1
successful,adjective,0
successfully,adverb,1
successive,adjective,3
such,determiner,1
such,pronoun,1
suck,verb,3
sudden,adjective,1
suddenly,adverb,2
sue,verb,3
suffer,verb,2
suffering,noun,3
sufficient,adjective,2
sufficiently,adverb,3
suffix,noun,2
sugar,noun,0
suggest,verb,1
suggestion,noun,0
suicide,noun,2
suit,noun,1
suit,verb,1
suitable,adjective,1
suitably,adverb,3
suitcase,noun,1
sulfur,noun,3
sulphur,noun,3
sum,noun,0
summarise,verb,2
summarize,verb,2
summary,noun,1
summer,noun,0
summit,noun,2
sun,noun,0
sunbathe,verb,2
sunbeam,noun,3
Sunday,noun,0
sundial,noun,2
sunflower,noun,1
sunglasses,noun,1
sunlight,noun,1
sunny,adjective,0
sunrise,noun,2
sunset,noun,2
sunshine,noun,0
super,adjective,0
superb,adjective,3
superintendent,noun,3
superior,adjective,2
superlative,noun,1
supermarket,noun,0
supernatural,adjective,3
superstar,noun,1
superstition,noun,2
supervise,verb,3
supervision,noun,3
supervisor,noun,3
supper,noun,1
supplement,noun,3
supplier,noun,3
supply,noun,2
supply,verb,3
support,noun,1
support,verb,2
supporter,noun,2
supportive,adjective,2
suppose,verb,2
supposedly,adverb,2
suppress,verb,3
sure,adjective,0
sure,adverb,1
surely,adverb,2
surf,noun,0
surf,verb,1
surface,noun,2
surfing,noun,1
surge,noun,3
surgeon,noun,2
surgery,noun,2
surname,noun,1
surprise,noun,0
surprise,verb,2
surprised,adjective,1
surprising,adjective,1
surprisingly,adverb,2
surrender,verb,3
surround,verb,2
surrounding,adjective,2
surroundings,noun,3
surveillance,noun,3
survey,noun,0
survival,noun,2
survive,verb,1
survivor,noun,2
suspect,noun,2
suspect,verb,3
suspend,verb,3
suspicion,noun,2
suspicious,adjective,3
suspiciously,adverb,3
sustain,verb,3
swallow,verb,1
swan,noun,3
swarm,noun,2
swear,verb,2
sweat,noun,2
sweat,verb,1
sweater,noun,1
sweatshirt,noun,2
sweep,verb,3
sweet,adjective,0
sweet,noun,1
sweetheart,noun,1
swell,verb,2
swift,adjective,3
swim,noun,0
swim,verb,0
swimmer,noun,2
swimming,noun,0
swimming costume,noun,1
swimming pool,noun,0
swimsuit,noun,1
swing,noun,3
swing,verb,3
switch,noun,2
switch,verb,2
swollen,adjective,2
sword,noun,2
syllable,noun,3
symbol,noun,1
symbolic,adjective,3
sympathetic,adjective,3
sympathise,verb,3
sympathize,verb,3
sympathy,noun,2
symphony,noun,1
symptom,noun,2
syndrome,noun,2
synonym,noun,3
system,noun,1
systematic,adjective,2
T-shirt,noun,0
table,noun,0
table tennis,noun,1
tablecloth,noun,3
tablespoon,noun,1
tablet,noun,2
tabloid,adjective,3
tabloid,noun,3
tack,verb,3
tackle,verb,3
tactile,adjective,3
tag,noun,3
tail,noun,3
take,noun,2
take,verb,0
take-off,noun,2
takeaway,noun,2
takeoff,noun,2
tale,noun,2
talent,noun,1
talented,adjective,2
talk,noun,2
talk,verb,0
talkative,adjective,2
tall,adjective,0
tame,adjective,3
tan,noun,3
tank,noun,2
tanned,adjective,3
tap,noun,1
tap,verb,3
tape,noun,1
tape,verb,2
target,noun,1
task,noun,1
taste,noun,2
taste,verb,2
tasteless,adjective,2
tasty,adjective,2
tatter,noun,3
tattoo,noun,3
taunt,noun,3
tax,noun,2
taxi,noun,0
tea,noun,0
teach,verb,0
teacher,noun,0
teaching,noun,2
team,noun,0
teammate,noun,2
teamwork,noun,2
tear,noun,1
tear,verb,2
tease,noun,2
tease,verb,3
teaspoon,noun,3
technical,adjective,3
technically,adverb,3
technique,noun,2
technological,adjective,2
technology,noun,0
tee-shirt,noun,0
teen,noun,2
teenage,adjective,1
teenager,noun,1
telecommunications,noun,2
telegram,noun,2
telephone,noun,0
telephone,verb,1
telescope,noun,3
television,noun,0
tell,verb,0
teller,noun,2
temper,noun,2
temperate,adjective,3
temperature,noun,1
temple,noun,0
temporarily,adverb,3
temporary,adjective,2
tempt,verb,2
temptation,noun,3
ten,number,0
tend,verb,2
tendency,noun,2
tender,adjective,3
tenderly,adverb,3
tenderness,noun,3
tennis,noun,0
tense,adjective,2
tense,noun,2
tension,noun,2
tent,noun,2
term,noun,2
terminal,noun,2
terrace,noun,3
terrible,adjective,0
terribly,adverb,2
terrific,adjective,2
terrified,adjective,2
terrify,verb,1
terrifying,adjective,3
territory,noun,3
terror,noun,2
terrorism,noun,2
terrorist,adjective,1
terrorist,noun,2
test,noun,0
test,verb,3
testify,verb,3
testimony,noun,3
text,noun,1
text,verb,1
text message,noun,1
textbook,noun,1
than,conjunction,0
than,preposition,0
thank,verb,0
thankful,adjective,2
thanks,noun,0
that,adverb,3
that,conjunction,0
that,determiner,0
that,pronoun,0
the,determiner,0
theater,noun,0
theatre,noun,0
theft,noun,2
their,determiner,0
theirs,pronoun,1
them,pronoun,0
theme,noun,3
themselves,pronoun,1
then,adverb,0
theorist,noun,3
theory,noun,2
therapist,noun,3
therapy,noun,3
there,adverb,0
thereafter,adverb,3
therefore,adverb,1
thermometer,noun,3
these,determiner,0
these,pronoun,0
thesis,noun,3
they,pronoun,0
thick,adjective,0
thickly,adverb,3
thickness,noun,3
thief,noun,1
thigh,noun,3
thin,adjective,0
thing,noun,0
think,verb,0
thinker,noun,3
third,adjective,1
third person,noun,3
thirdly,adverb,3
thirst,noun,3
thirst,verb,2
thirsty,adjective,1
thirteen,number,0
thirty,number,0
this,determiner,0
this,pronoun,0
thorough,adjective,2
thoroughly,adverb,3
those,determiner,0
those,pronoun,0
though,adverb,3
though,conjunction,1
thought,noun,1
thoughtful,adjective,3
thoughtless,adjective,3
thousand,number,1
thread,noun,3
threat,noun,2
threaten,verb,3
threatening,adjective,2
three,number,0
thrill,noun,3
thrilled,adjective,3
thriller,noun,2
thrilling,adjective,3
throat,noun,3
through,adverb,2
through,preposition,0
throughout,preposition,2
throw,noun,0
throw,verb,1
thumb,noun,2
thump,verb,2
thunder,noun,2
thunderous,adjective,2
thunderstorm,noun,1
Thursday,noun,0
thus,adverb,2
tick,noun,2
tick,verb,2
ticket,noun,0
tickle,verb,3
tide,noun,2
tidy,adjective,1
tidy,verb,1
tie,noun,1
tie,verb,2
tiger,noun,0
tight,adjective,0
tight,adverb,3
tighten,verb,2
tightly,adverb,2
tightrope,noun,3
tights,noun,1
tile,noun,2
till,conjunction,2
till,preposition,1
time,noun,0
time,verb,3
timeless,adjective,3
timeliness,noun,3
timely,adjective,2
times,preposition,3
timetable,noun,1
timing,noun,3
tin,noun,2
tiny,adjective,2
tip,noun,1
tip,verb,3
tiptoe,verb,3
tire,verb,2
tired,adjective,0
tiredness,noun,3
tiresome,adjective,3
tiring,adjective,2
tissue,noun,2
title,noun,1
to,infinitive-to,0
to,preposition,0
toast,noun,1
tobacco,noun,2
today,adverb,0
today,noun,0
toe,noun,1
toenail,noun,3
together,adverb,0
toil,verb,3
toilet,noun,0
tolerant,adjective,3
tolerate,verb,3
toll,noun,3
tomato,noun,0
tomb,noun,3
tomorrow,adverb,0
tomorrow,noun,0
ton,noun,3
tone,noun,1
tongue,noun,2
tonight,adverb,0
tonight,noun,1
tonne,noun,3
too,adverb,0
tool,noun,0
tooth,noun,0
toothache,noun,1
toothbrush,noun,1
toothpaste,noun,2
top,adjective,2
top,noun,0
topic,noun,0
torch,noun,3
tornado,noun,2
tortoiseshell,noun,3
torture,verb,3
toss,verb,2
total,adjective,2
total,noun,2
totally,adverb,2
touch,noun,0
touch,verb,2
tough,adjective,3
tour,noun,1
tour,verb,2
tour guide,noun,1
tourism,noun,2
tourist,noun,1
tournament,noun,2
toward,preposition,1
towards,preposition,1
towel,noun,0
tower,noun,0
town,noun,0
toxic,adjective,3
toy,noun,0
trace,noun,2
trace,verb,3
track,noun,1
track,verb,3
tracksuit,noun,2
trade,noun,1
trade,verb,3
trader,noun,3
tradition,noun,1
traditional,adjective,1
traditionally,adverb,2
traffic,noun,1
traffic jam,noun,2
traffic light,noun,1
tragedy,noun,2
tragic,adjective,2
trail,noun,2
trail,verb,3
trailer,noun,3
train,noun,0
train,verb,1
trainee,noun,3
trainer,noun,3
training,noun,1
trait,noun,3
traitor,noun,3
tram,noun,1
tramp,noun,3
trample,noun,3
transcript,noun,3
transfer,noun,3
transfer,verb,2
transform,verb,2
transformation,noun,2
transfusion,noun,3
transient,adjective,3
transistor,noun,3
transition,noun,3
transitional,adjective,2
transitive,adjective,3
translate,verb,2
translation,noun,3
translator,noun,3
transmission,noun,3
transmit,verb,3
transparent,adjective,3
transport,noun,2
transport,verb,3
transportation,noun,2
trap,noun,1
trash,noun,2
travel,noun,1
travel,verb,0
travel agent,noun,2
traveler,noun,1
traveller,noun,1
traverse,noun,3
tray,noun,3
tread,verb,3
treasure,noun,1
treat,noun,2
treat,verb,3
treatment,noun,2
treaty,noun,3
tree,noun,0
trek,noun,3
tremble,verb,2
tremendous,adjective,2
tremendously,adverb,3
tremor,noun,3
trend,noun,2
trial,noun,3
triangle,noun,3
tribe,noun,3
trick,noun,1
trick,verb,3
tricky,adjective,3
trigger,noun,2
trim,noun,2
trio,noun,3
trip,noun,0
trip,verb,3
triumph,noun,2
trivial,adjective,3
trolley,noun,3
troop,noun,3
trophy,noun,3
tropic,adjective,3
tropical,adjective,2
trouble,noun,1
trouble,verb,2
troublesome,adjective,3
trousers,noun,0
truck,noun,0
true,adjective,0
truly,adverb,1
trumpet,noun,2
trunk,noun,3
trust,noun,3
trust,verb,1
trustworthy,adjective,2
trusty,adjective,3
truth,noun,1
truthful,adjective,3
truthfulness,noun,3
try,noun,0
try,verb,1
tub,noun,3
tube,noun,0
tuberculosis,noun,3
Tuesday,noun,0
tug,noun,3
tuition,noun,3
tulip,noun,3
tumble,verb,2
tumor,noun,3
tumour,noun,3
tuna,noun,2
tune,noun,1
tunnel,noun,3
turbulence,noun,2
turbulent,adjective,3
turkey,noun,0
turn,noun,0
turn,verb,0
turning,noun,2
turtle,noun,2
tutor,noun,3
TV,noun,0
twelve,number,0
twenty,number,0
twice,adverb,1
twin,noun,2
twinkle,noun,3
twist,noun,2
twist,verb,2
twisted,adjective,3
two,number,0
type,noun,0
type,verb,2
typhoid,noun,3
typical,adjective,2
typically,adverb,2
tyranny,noun,3
tyrant,noun,3
ugly,adjective,0
ultimate,adjective,3
ultimately,adverb,3
umbrella,noun,0
unable,adjective,2
unacceptable,adjective,3
unafraid,adjective,2
unashamedly,adverb,3
unattractive,adjective,3
unauthorised,adjective,3
unauthorized,adjective,3
unavailable,adjective,3
unaware,adjective,3
unbearable,adjective,3
unbeatable,adjective,3
unbelievable,adjective,2
uncertain,adjective,1
uncertainty,noun,2
unchanged,adjective,3
uncharacteristic,adjective,3
uncle,noun,0
unclear,adjective,2
unclearly,adverb,3
uncomfortable,adjective,1
uncomfortably,adverb,3
uncommon,adjective,3
unconcerned,adjective,3
unconscious,adjective,3
uncontrollable,adjective,2
uncover,verb,2
under,preposition,0
underage,adjective,2
underestimate,verb,3
undergo,verb,2
undergraduate,noun,3
underground,adjective,3
underground,adverb,3
underline,noun,0
underline,verb,2
underneath,adverb,3
underneath,preposition,2
underpants,noun,2
undersea,adjective,3
understand,verb,1
understandable,adjective,3
understanding,adjective,3
understanding,noun,3
undertake,verb,3
underwater,adjective,1
underwater,adverb,3
underwear,noun,3
undo,verb,2
undoubtedly,adverb,3
undreamed,adjective,3
undress,verb,2
undressed,adjective,3
unease,noun,3
uneasily,adverb,3
uneasy,adjective,1
unemployed,adjective,2
unemployment,noun,2
unenthusiastic,adjective,3
uneven,adjective,3
unexpected,adjective,2
unexpectedly,adverb,2
unfair,adjective,1
unfairly,adverb,2
unfamiliar,adjective,3
unfashionable,adjective,3
unfit,adjective,2
unfold,verb,2
unforeseen,adjective,3
unforgettable,adjective,1
unfortunate,adjective,2
unfortunately,adverb,1
unfriendly,adjective,2
ungodly,adjective,3
unhappiness,noun,3
unhappy,adjective,1
unhealthy,adjective,1
unheard,adjective,2
unhelpful,adjective,3
uniform,adjective,1
uniform,noun,1
unify,verb,2
unimaginable,adjective,3
unimaginably,adverb,3
unimportant,adjective,1
uninterested,adjective,2
uninteresting,adjective,2
union,noun,2
unique,adjective,2
unit,noun,1
unite,verb,2
united,adjective,3
universal,adjective,3
universe,noun,2
university,noun,1
unjustly,adverb,3
unkind,adjective,3
unknown,adjective,1
unless,conjunction,2
unlike,adjective,1
unlike,preposition,3
unlikely,adjective,2
unlimited,adjective,3
unload,verb,3
unlock,verb,3
unlucky,adjective,2
unmistakable,adjective,3
unmistakably,adverb,3
unnatural,adjective,3
unnecessary,adjective,1
unofficial,adjective,3
unpack,verb,2
unpleasant,adjective,1
unpopular,adjective,3
unpredictable,adjective,2
unrealistic,adjective,3
unreasonable,adjective,3
unrelated,adjective,2
unreliable,adjective,3
unrest,noun,3
unsafe,adjective,3
unsatisfactory,adjective,3
unselfish,adjective,3
unstoppable,adjective,3
unsuccessful,adjective,3
unsuitable,adjective,3
unsure,adjective,3
untalented,adjective,3
unthinkably,adverb,3
untidy,adjective,2
untie,verb,3
until,conjunction,2
until,preposition,0
unto,preposition,3
untreated,adjective,3
untrimmed,adjective,3
unusual,adjective,1
unusually,adverb,2
unusualness,noun,3
unwanted,adjective,2
unwell,adjective,2
unwilling,adjective,3
unwise,adjective,3
unworldly,adjective,3
up,adverb,1
up,preposition,0
up-to-date,adjective,2
upbringing,noun,3
update,noun,3
update,verb,2
upgrade,noun,3
upgrade,verb,3
uplifted,adjective,2
upload,verb,2
upon,preposition,1
upper,adjective,2
upright,adjective,3
upright,adverb,3
upset,adjective,1
upset,verb,3
upside down,adjective,3
upside down,adverb,3
upstairs,adjective,2
upstairs,adverb,1
upstairs,noun,2
upward,adjective,2
urban,adjective,3
urge,noun,2
urge,verb,3
urgent,adjective,2
urgently,adverb,3
us,pronoun,0
usage,noun,2
use,noun,1
use,verb,0
used,adjective,1
used to,modal auxiliary,2
useful,adjective,1
useless,adjective,2
user,noun,3
usher,verb,3
usual,adjective,1
usually,adverb,0
utilise,verb,3
utility,noun,3
utilize,verb,3
utter,verb,3
utterly,adverb,3
vacancy,noun,2
vacant,adjective,3
vacation,noun,0
vaccine,noun,3
vague,adjective,2
vain,adjective,2
valentine,noun,3
valid,adjective,3
valley,noun,1
valuable,adjective,2
value,noun,1
value,verb,3
van,noun,2
vanish,verb,3
vanity,noun,3
variation,noun,3
varied,adjective,3
variety,noun,2
various,adjective,2
vary,verb,2
vase,noun,0
vast,adjective,2
vegetable,noun,0
vegetarian,adjective,2
vegetarian,noun,2
vehicle,noun,2
vein,noun,2
venture,noun,3
venue,noun,3
verb,noun,1
verbal,adjective,3
verbally,adverb,3
verse,noun,3
verse,verb,3
version,noun,3
versus,preposition,3
very,adjective,3
very,adverb,0
vessel,noun,2
vet,noun,2
veteran,noun,3
via,preposition,2
vibrate,verb,3
vibration,noun,3
vice,adjective,2
vice president,noun,2
victim,noun,2
victory,noun,2
video,noun,0
video clip,noun,2
video game,noun,1
view,noun,1
view,verb,2
viewer,noun,3
viewpoint,noun,2
vigor,noun,3
vigorous,adjective,3
vigorously,adverb,3
vigour,noun,3
villa,noun,3
village,noun,1
villager,noun,3
vinegar,noun,3
violate,verb,3
violence,noun,2
violent,adjective,1
violently,adverb,2
violin,noun,1
virtual,adjective,2
virtual reality,noun,3
virtually,adverb,3
virtue,noun,3
virus,noun,2
visa,noun,2
visible,adjective,2
visibly,adverb,3
vision,noun,2
visit,noun,0
visit,verb,0
visitor,noun,1
visual,adjective,2
visually,adverb,2
vital,adjective,3
vitamin,noun,3
vivid,adjective,2
vividly,adverb,2
vocabulary,noun,1
vocalist,noun,3
voice,noun,1
volcano,noun,2
volleyball,noun,0
volume,noun,2
volunteer,noun,3
volunteer,verb,2
vomit,noun,3
vote,noun,0
vote,verb,2
voter,noun,3
vow,noun,3
vowel,noun,2
voyage,noun,2
wage,noun,3
waggon,noun,2
wagon,noun,2
waist,noun,3
waistcoat,noun,3
wait,noun,3
wait,verb,0
waiter,noun,0
waitress,noun,0
wake,noun,0
wake,verb,2
walk,noun,0
walk,verb,0
walkabout,noun,3
walker,noun,3
walking,noun,1
wall,noun,0
wallboard,noun,3
wallet,noun,1
walnut,noun,3
wander,verb,1
want,noun,3
want,verb,0
war,noun,0
ward,noun,2
wardrobe,noun,2
warm,adjective,0
warm,verb,2
warmly,adverb,2
warmth,noun,2
warn,verb,2
warning,noun,2
warranty,noun,2
warrior,noun,2
warship,noun,3
wartime,noun,3
was,be-verb,0
wash,noun,0
wash,verb,0
washbowl,noun,2
washing machine,noun,1
washing-up,noun,1
wasp,noun,3
waste,adjective,2
waste,noun,2
waste,verb,2
wasteful,adjective,2
watch,noun,0
watch,verb,0
water,noun,0
water,verb,3
waterfall,noun,2
waterproof,adjective,3
wave,noun,1
wave,verb,2
wax,noun,2
wax,verb,2
way,noun,0
we,pronoun,0
weak,adjective,1
weaken,verb,3
weakly,adverb,3
weakness,noun,2
wealth,noun,1
wealthy,adjective,3
weapon,noun,2
wear,verb,0
wearisome,adjective,3
weary,adjective,3
weather,noun,0
weather forecast,noun,2
weave,noun,3
web,noun,1
web page,noun,1
webcam,noun,2
website,noun,1
wed,verb,3
wedding,noun,1
Wednesday,noun,0
weed,noun,3
week,noun,0
weekday,noun,1
weekend,noun,0
weekly,adjective,1
weekly,adverb,1
weep,noun,1
weigh,verb,1
weight,noun,1
weird,adjective,2
welcome,adjective,2
welcome,interjection,0
welcome,noun,3
welcome,verb,0
welfare,noun,3
well,adjective,0
well,adverb,0
well-balanced,adjective,3
well-built,adjective,3
well-dressed,adjective,2
well-known,adjective,1
well-organised,adjective,3
well-organized,adjective,3
well-paid,adjective,3
were,be-verb,0
west,adjective,1
west,adverb,1
west,noun,1
western,adjective,3
westward,adverb,2
westwards,adverb,2
wet,adjective,1
wetland,noun,2
whale,noun,2
what,determiner,0
what,pronoun,0
whatever,determiner,1
whatever,pronoun,2
wheat,noun,3
wheel,noun,0
wheelchair,noun,1
when,adverb,0
when,conjunction,0
whenever,adverb,2
whenever,conjunction,2
where,adverb,0
where,conjunction,0
whereas,conjunction,3
wherever,conjunction,2
whether,conjunction,2
which,determiner,0
which,pronoun,0
whichever,determiner,2
whichever,pronoun,3
while,conjunction,1
while,noun,2
whip,verb,3
whiskey,noun,3
whisky,noun,3
whisper,noun,2
whisper,verb,3
whistle,noun,2
whistle,verb,3
white,adjective,0
white,noun,0
who,pronoun,0
whoever,pronoun,2
whole,adjective,1
whole,noun,2
